emp_length_int,home_ownership,income_category,annual_inc,loan_amount,term,purpose,interest_payments,loan_condition,interest_rate,grade,dti,total_pymnt,total_rec_prncp,recoveries,installment,region
5.0,MORTGAGE,Medium,140000,28000, 60 months,home_improvement,High,Good Loan,17.58,D,12.07,28411.15,28000.0,0.0,704.64,leinster
10.0,RENT,Low,66000,14000, 36 months,debt_consolidation,Low,Good Loan,6.62,A,11.15,15450.084219999999,14000.0,0.0,429.86,leinster
8.0,MORTGAGE,Low,70000,12000, 36 months,other,High,Bad Loan,14.27,C,8.4,4241.16,2534.26,543.42,411.71,Northern-Irl
10.0,MORTGAGE,Low,100000,25000, 36 months,debt_consolidation,Low,Good Loan,11.71,B,6.88,29277.573839999997,25000.0,0.0,826.9,Northern-Irl
5.0,RENT,Low,50000,9000, 36 months,debt_consolidation,Low,Good Loan,12.69,B,17.81,10867.20998,9000.0,0.0,301.91,Northern-Irl
4.0,RENT,Low,35000,13250, 36 months,debt_consolidation,Low,Good Loan,10.65,B,24.93,15535.931859999999,13250.0,0.0,431.6,cannught
6.0,RENT,Low,75000,20000, 36 months,debt_consolidation,High,Good Loan,13.49,C,22.38,23861.58,20000.0,0.0,678.61,ulster
5.0,RENT,Low,71000,3000, 36 months,medical,High,Good Loan,14.65,C,21.84,3723.936325,3000.0,0.0,103.49,cannught
10.0,MORTGAGE,Low,48000,7350, 36 months,debt_consolidation,Low,Good Loan,10.65,B,11.93,8616.33002,7350.0,0.0,239.42,leinster
5.0,RENT,Low,36000,11500, 36 months,debt_consolidation,High,Good Loan,15.27,C,21.1,14400.49925,11500.0,0.0,400.18,leinster
10.0,MORTGAGE,Low,86000,13650, 36 months,debt_consolidation,Low,Bad Loan,12.42,B,12.29,8203.29,5810.73,460.64,456.12,ulster
3.0,RENT,Low,30000,10500, 36 months,debt_consolidation,High,Bad Loan,16.29,D,15.0,2222.16,1414.89,0.0,370.66,ulster
2.0,RENT,Low,60000,12000, 36 months,debt_consolidation,Low,Good Loan,9.91,B,15.5,13919.413869999995,12000.0,0.0,386.7,ulster
3.0,RENT,Low,34000,6000, 36 months,credit_card,Low,Good Loan,8.9,A,14.51,6857.261151000002,6000.0,0.0,190.52,cannught
10.0,MORTGAGE,Low,44200,11500, 36 months,credit_card,High,Good Loan,15.27,C,21.69,13598.01,11500.0,0.0,400.18,ulster
7.0,MORTGAGE,Low,82000,7000, 36 months,debt_consolidation,Low,Good Loan,12.42,B,12.0,8290.73,7000.0,0.0,233.91,Northern-Irl
6.0,MORTGAGE,Low,83000,29500, 60 months,debt_consolidation,High,Good Loan,20.3,E,20.93,45755.229980000004,29500.0,0.0,786.51,munster
2.0,RENT,Low,41000,2000, 36 months,moving,High,Good Loan,15.27,C,17.74,2520.4,2000.0,0.0,69.6,munster
0.5,MORTGAGE,Low,36000,11625, 36 months,credit_card,High,Good Loan,13.49,C,19.33,14196.268240000001,11625.0,0.0,394.45,cannught
10.0,RENT,Low,35000,15075, 36 months,debt_consolidation,High,Bad Loan,14.27,C,20.16,15502.77,11609.04,519.28,517.21,munster
1.0,RENT,Low,30000,5300, 36 months,credit_card,High,Good Loan,15.27,C,24.88,6622.546709,5300.0,0.0,184.43,Northern-Irl
0.5,RENT,Low,40000,8200, 36 months,home_improvement,Low,Good Loan,6.62,A,11.1,9062.49784,8200.0,0.0,251.77,Northern-Irl
9.0,MORTGAGE,Medium,105000,12000, 36 months,credit_card,Low,Good Loan,12.42,B,13.98,14431.97856,12000.0,0.0,400.99,munster
4.0,MORTGAGE,Low,45000,8650, 36 months,credit_card,High,Good Loan,14.27,C,7.6,10678.68477,8650.0,0.0,296.78,leinster
10.0,MORTGAGE,Medium,109000,21000, 60 months,debt_consolidation,High,Good Loan,17.27,D,7.75,14117.18,8549.22,0.0,294.98,Northern-Irl
2.0,RENT,Low,50000,16000, 60 months,debt_consolidation,High,Good Loan,17.27,D,11.04,19183.22,11613.1,0.0,399.97,munster
2.0,RENT,Low,83000,12000, 36 months,debt_consolidation,Low,Good Loan,12.42,B,11.81,14432.31018,12000.0,0.0,400.99,ulster
0.5,MORTGAGE,Low,52500,9500, 36 months,moving,Low,Bad Loan,12.69,B,23.54,7002.16,5366.65,0.0,318.68,ulster
0.5,OWN,Low,25000,7400, 36 months,debt_consolidation,High,Good Loan,13.49,C,8.45,9037.695679999999,7400.0,0.0,251.09,munster
10.0,MORTGAGE,Low,60000,14400, 36 months,debt_consolidation,High,Good Loan,13.49,C,16.92,15453.51,14400.0,0.0,488.6,leinster
7.0,MORTGAGE,Medium,120000,24250, 60 months,debt_consolidation,High,Good Loan,23.91,G,12.96,22188.25,18100.0,0.0,519.76,munster
3.0,RENT,Low,68000,7200, 36 months,debt_consolidation,Low,Bad Loan,7.9,A,7.98,7730.87,6744.17,64.1,225.29,leinster
10.0,MORTGAGE,Low,53000,26000, 60 months,home_improvement,High,Bad Loan,16.77,D,11.77,9622.45,3946.3,1284.25,642.96,leinster
6.0,MORTGAGE,Low,69600,7000, 60 months,credit_card,Low,Bad Loan,11.71,B,26.22,6126.24,3452.36,883.68,154.69,ulster
0.5,RENT,Low,65000,4000, 36 months,major_purchase,Low,Good Loan,7.51,A,18.17,4182.25,4000.0,0.0,124.45,ulster
10.0,MORTGAGE,Medium,144000,1500, 36 months,debt_consolidation,High,Good Loan,17.27,D,8.23,1521.6,1500.0,0.0,53.69,ulster
2.0,RENT,Low,75000,19600, 36 months,credit_card,Low,Good Loan,12.42,B,11.62,21993.62,19600.0,0.0,654.94,Northern-Irl
7.0,MORTGAGE,Low,29000,2500, 36 months,debt_consolidation,Low,Good Loan,11.71,B,18.7,2894.74,2500.0,0.0,82.69,munster
2.0,RENT,Low,70000,10000, 36 months,credit_card,Low,Bad Loan,12.69,B,2.69,6351.59,4513.35,333.11,335.45,ulster
5.0,RENT,Low,45000,10000, 36 months,credit_card,Low,Good Loan,6.62,A,26.85,11051.5238,10000.0,0.0,307.04,cannught
5.0,MORTGAGE,Low,55200,4225, 36 months,other,Low,Good Loan,12.42,B,17.61,5081.022961,4225.0,0.0,141.18,ulster
7.0,MORTGAGE,Low,61440,3500, 36 months,vacation,Low,Good Loan,7.9,A,6.46,3942.078528,3500.0,0.0,109.52,ulster
10.0,MORTGAGE,Low,56000,12000, 36 months,debt_consolidation,Low,Good Loan,6.62,A,13.65,13262.20515,12000.0,0.0,368.45,leinster
0.5,RENT,Low,47000,16500, 36 months,debt_consolidation,Low,Good Loan,8.9,A,9.06,18856.75782,16500.0,0.0,523.93,cannught
0.5,RENT,Low,55000,22000, 60 months,debt_consolidation,High,Good Loan,21.67,F,15.62,25023.2,22000.01,0.0,603.5,ulster
1.0,RENT,Low,71000,12000, 36 months,credit_card,High,Good Loan,14.65,C,14.87,12430.36,12000.0,0.0,413.94,cannught
10.0,RENT,Low,50000,15600, 60 months,vacation,Low,Good Loan,12.69,B,5.78,16894.08,11631.87,0.0,352.48,Northern-Irl
8.0,RENT,Medium,135000,10800, 36 months,credit_card,Low,Good Loan,12.42,B,12.12,13004.14287,10800.0,0.0,360.89,ulster
10.0,MORTGAGE,Low,63000,14000, 36 months,credit_card,Low,Good Loan,12.42,B,7.35,16789.071369999998,14000.0,0.0,467.82,leinster
4.0,MORTGAGE,Low,44000,18825, 60 months,debt_consolidation,High,Good Loan,17.58,D,24.98,22698.14,13625.93,0.0,473.75,Northern-Irl
5.0,MORTGAGE,Low,50000,6000, 36 months,debt_consolidation,High,Good Loan,13.49,C,15.58,7325.298968000001,6000.0,0.0,203.59,munster
5.0,RENT,Low,80000,12000, 36 months,debt_consolidation,Low,Good Loan,9.91,B,14.83,13905.997169999999,12000.0,0.0,386.7,munster
4.0,RENT,Low,45000,10000, 36 months,debt_consolidation,Low,Good Loan,12.42,B,10.45,12025.47063,10000.0,0.0,334.16,ulster
2.0,RENT,Low,78000,8000, 36 months,vacation,Low,Good Loan,7.9,A,6.09,8846.24,8000.0,0.0,250.33,Northern-Irl
1.0,RENT,Low,33000,14125, 36 months,debt_consolidation,Low,Good Loan,9.91,B,23.13,16055.99,14125.0,0.0,455.18,ulster
5.0,RENT,Low,62800,14000, 36 months,debt_consolidation,Low,Good Loan,12.69,B,19.24,16897.179809999998,14000.0,0.0,469.63,ulster
3.0,RENT,Low,26400,13200, 60 months,small_business,High,Good Loan,17.27,D,9.64,10200.26,8975.0,0.0,224.36,munster
10.0,MORTGAGE,Low,80000,4000, 36 months,vacation,High,Good Loan,19.03,E,20.59,4340.62,4000.0,0.0,146.69,leinster
2.0,RENT,Low,25000,4000, 36 months,debt_consolidation,Low,Bad Loan,12.69,B,6.86,2022.66,1373.86,150.58,134.18,ulster
10.0,MORTGAGE,Low,65000,10500, 36 months,debt_consolidation,Low,Good Loan,6.03,A,10.36,11503.77547,10500.0,0.0,319.58,munster
10.0,OWN,Low,59000,5500, 36 months,car,Low,Good Loan,7.9,A,6.65,6171.267137,5500.0,0.0,172.1,Northern-Irl
1.0,RENT,Low,33000,7350, 36 months,debt_consolidation,Low,Good Loan,11.71,B,22.51,8725.632456,7350.0,0.0,243.11,ulster
10.0,RENT,Low,39000,10000, 36 months,credit_card,Low,Bad Loan,12.42,B,18.31,11604.88,9635.96,12.02,334.16,cannught
10.0,RENT,Low,42000,12000, 36 months,debt_consolidation,Low,Good Loan,7.51,A,10.74,13456.32312,12000.0,0.0,373.33,cannught
5.0,MORTGAGE,Low,38004,5000, 60 months,home_improvement,Low,Good Loan,11.71,B,23.78,6534.43,5000.0,0.0,110.5,cannught
3.0,OWN,Low,31000,8000, 60 months,other,Low,Good Loan,11.71,B,16.22,8306.47,8000.0,0.0,176.79,ulster
10.0,MORTGAGE,Low,50700,4500, 36 months,other,Low,Good Loan,8.9,A,23.43,5050.37,4500.0,0.0,142.89,leinster
1.0,OWN,Low,75000,18000, 36 months,credit_card,Low,Good Loan,12.42,B,12.51,21629.24351,18000.0,0.0,601.48,leinster
2.0,MORTGAGE,Low,30000,12300, 60 months,debt_consolidation,High,Good Loan,13.49,C,12.76,13556.6,9125.24,0.0,282.96,ulster
6.0,RENT,Low,40000,12000, 36 months,debt_consolidation,High,Good Loan,13.49,C,15.72,12761.93,12000.0,0.0,407.17,leinster
10.0,MORTGAGE,Low,50000,10000, 36 months,credit_card,High,Good Loan,13.49,C,5.88,12077.327309999999,10000.0,0.0,339.31,ulster
7.0,MORTGAGE,Low,80000,6000, 36 months,other,Low,Good Loan,7.9,A,8.87,6633.12,6000.0,0.0,187.75,cannught
4.0,RENT,Low,40000,12000, 36 months,debt_consolidation,Low,Good Loan,12.69,B,22.2,14006.68,12000.0,0.0,402.54,Northern-Irl
7.0,RENT,Low,80000,12000, 36 months,other,Low,Bad Loan,8.9,A,9.13,10411.4,8330.52,516.32,381.04,ulster
2.0,RENT,Low,75000,7000, 36 months,debt_consolidation,Low,Good Loan,11.71,B,15.57,8331.940085,7000.0,0.0,231.54,ulster
8.0,MORTGAGE,Low,85000,35000, 60 months,debt_consolidation,High,Good Loan,18.64,E,12.0,28061.33,26825.0,0.0,690.56,cannught
1.0,RENT,Low,28800,1400, 36 months,other,Low,Good Loan,7.9,A,10.0,1478.87,1400.0,0.0,43.81,leinster
10.0,RENT,Low,35000,16000, 60 months,small_business,High,Bad Loan,13.49,C,16.22,10343.32,5147.59,1517.32,368.08,leinster
9.0,RENT,Low,61200,3200, 36 months,debt_consolidation,Low,Good Loan,9.91,B,2.16,3709.1927299999998,3200.0,0.0,103.12,ulster
1.0,RENT,Low,40000,8000, 36 months,medical,Low,Good Loan,7.9,A,13.35,8986.263663,8000.0,0.0,250.33,ulster
0.5,RENT,Low,25920,11875, 60 months,debt_consolidation,Low,Bad Loan,12.69,B,23.75,1185.35,285.76,651.01,268.32,ulster
9.0,MORTGAGE,Low,54000,5000, 36 months,home_improvement,Low,Good Loan,6.03,A,3.82,5410.75,5000.0,0.0,152.18,Northern-Irl
10.0,RENT,Low,18000,1800, 36 months,small_business,Low,Good Loan,6.62,A,23.8,1880.09,1800.0,0.0,55.27,cannught
5.0,RENT,Low,85000,35000, 36 months,debt_consolidation,Low,Good Loan,8.9,A,17.73,37304.76,35000.0,0.0,1111.37,cannught
5.0,RENT,Low,78000,18000, 36 months,credit_card,Low,Good Loan,8.9,A,7.0,19883.16,18000.0,0.0,571.56,Northern-Irl
10.0,OWN,Low,45600,14000, 36 months,debt_consolidation,Low,Bad Loan,7.9,A,19.74,6130.32,5053.24,0.0,438.07,leinster
2.0,RENT,Low,70000,5000, 36 months,debt_consolidation,Low,Good Loan,12.42,B,20.06,5501.16,5000.0,0.0,167.08,munster
4.0,RENT,Low,70000,8000, 36 months,credit_card,High,Good Loan,15.96,C,14.04,9993.120439,8000.0,0.0,281.1,cannught
9.0,MORTGAGE,Low,80000,10000, 36 months,debt_consolidation,Low,Good Loan,6.03,A,12.99,10840.08,10000.0,0.0,304.36,Northern-Irl
5.0,RENT,Low,50000,10000, 36 months,debt_consolidation,Low,Good Loan,7.51,A,4.63,11019.26,10000.0,0.0,311.11,Northern-Irl
10.0,MORTGAGE,Low,35000,12000, 36 months,debt_consolidation,Low,Good Loan,12.42,B,18.51,14432.91814,12000.0,0.0,400.99,ulster
3.0,MORTGAGE,Low,65000,23200, 36 months,debt_consolidation,Low,Good Loan,7.9,A,27.99,24554.42,23199.99,0.0,725.94,cannught
1.0,MORTGAGE,Low,84000,18000, 60 months,credit_card,High,Good Loan,15.27,C,11.41,20631.16,13208.94,0.0,430.78,Northern-Irl
10.0,MORTGAGE,Low,75000,4800, 36 months,debt_consolidation,High,Good Loan,15.27,C,9.3,6005.1239369999985,4800.0,0.0,167.03,leinster
6.0,RENT,Low,35000,7300, 36 months,debt_consolidation,Low,Good Loan,11.71,B,16.42,8654.581876999999,7300.0,0.0,241.46,leinster
6.0,RENT,Low,40000,10400, 36 months,debt_consolidation,Low,Good Loan,9.91,B,11.67,12022.8865,10400.0,0.0,335.14,leinster
1.0,MORTGAGE,Low,100000,6600, 36 months,house,Low,Good Loan,9.91,B,15.53,7274.62,6600.0,0.0,212.69,leinster
7.0,OWN,Low,40000,12000, 36 months,debt_consolidation,Low,Good Loan,8.9,A,9.45,13715.457830000001,12000.0,0.0,381.04,Northern-Irl
10.0,RENT,Low,52000,13250, 36 months,debt_consolidation,High,Good Loan,17.27,D,23.7,15650.39,13250.0,0.0,474.19,Northern-Irl
3.0,RENT,Low,92500,12000, 36 months,debt_consolidation,Low,Good Loan,11.71,B,15.97,14286.72251,12000.0,0.0,396.92,ulster
9.0,RENT,Low,61000,25000, 36 months,debt_consolidation,Low,Good Loan,9.91,B,10.35,29000.835030000002,25000.0,0.0,805.63,ulster
10.0,RENT,Low,36000,6000, 36 months,other,Low,Good Loan,10.65,B,14.43,7033.840265000003,6000.0,0.0,195.44,ulster
10.0,MORTGAGE,Low,68000,12000, 36 months,credit_card,Low,Good Loan,7.51,A,7.08,12554.01,12000.0,0.0,373.33,ulster
1.0,RENT,Low,80000,14400, 36 months,credit_card,Low,Good Loan,11.71,B,16.35,15543.7,14400.0,0.0,476.3,ulster
10.0,RENT,Low,43000,10000, 36 months,credit_card,Low,Good Loan,12.42,B,11.58,12026.299659999999,10000.0,0.0,334.16,Northern-Irl
1.0,RENT,Medium,150000,8000, 36 months,credit_card,Low,Good Loan,11.71,B,2.48,9522.45744,8000.0,0.0,264.61,Northern-Irl
5.0,RENT,Low,50000,8000, 36 months,credit_card,High,Bad Loan,16.29,D,13.22,4533.54,2798.78,298.32,282.41,ulster
3.0,RENT,Low,70000,30000, 60 months,small_business,Low,Bad Loan,12.42,B,0.94,17179.15,8464.18,3001.66,673.72,munster
6.0,OWN,Low,40000,18000, 60 months,home_improvement,High,Bad Loan,16.77,D,18.42,11229.37,4677.94,1899.49,445.13,ulster
2.0,OWN,Low,35000,13250, 36 months,credit_card,Low,Good Loan,11.71,B,22.35,15775.487469999998,13250.0,0.0,438.26,Northern-Irl
6.0,RENT,Low,80000,14000, 36 months,debt_consolidation,High,Good Loan,14.27,C,16.21,17282.30673,14000.0,0.0,480.33,ulster
10.0,OWN,Low,59000,20000, 60 months,debt_consolidation,High,Bad Loan,20.3,E,20.91,16063.42,6317.7,1954.88,533.23,ulster
10.0,RENT,Low,40000,10000, 36 months,credit_card,High,Good Loan,16.29,D,24.39,12455.59,10000.0,0.0,353.01,Northern-Irl
5.0,RENT,Low,85000,35000, 60 months,debt_consolidation,High,Good Loan,20.3,E,20.16,36085.55828000001,23250.0,0.0,619.88,Northern-Irl
1.0,RENT,Low,55000,4000, 36 months,debt_consolidation,Low,Good Loan,6.03,A,7.05,4355.443114,4000.0,0.0,121.75,ulster
6.0,RENT,Medium,110000,13000, 36 months,debt_consolidation,Low,Good Loan,9.91,B,8.38,14957.75365,13000.0,0.0,418.93,ulster
5.0,RENT,Low,100000,28000, 36 months,credit_card,Low,Good Loan,12.69,B,12.35,33809.04918,28000.0,0.0,939.26,cannught
3.0,RENT,Low,62000,10000, 36 months,debt_consolidation,High,Good Loan,13.49,C,11.52,11250.9,10000.0,0.0,339.31,Northern-Irl
0.5,RENT,Low,45000,20000, 36 months,debt_consolidation,Low,Good Loan,7.9,A,9.25,22527.93726,20000.0,0.0,625.81,leinster
5.0,RENT,Medium,110000,18000, 36 months,debt_consolidation,Low,Good Loan,9.91,B,10.0,19205.83,18000.0,0.0,580.05,leinster
3.0,RENT,Low,60000,9000, 60 months,credit_card,High,Bad Loan,19.91,E,22.56,5227.64,2327.73,0.0,238.0,ulster
10.0,RENT,Low,61500,25000, 60 months,debt_consolidation,High,Bad Loan,18.64,E,12.6,25775.38,13993.4,17.68,643.58,Northern-Irl
3.0,RENT,Low,33000,10000, 36 months,other,Low,Good Loan,11.71,B,8.69,11838.8778,10000.0,0.0,330.76,Northern-Irl
3.0,RENT,Low,61000,4200, 36 months,credit_card,Low,Good Loan,6.03,A,8.92,4601.62011,4200.0,0.0,127.83,Northern-Irl
10.0,OWN,Low,78216,20000, 60 months,debt_consolidation,High,Bad Loan,15.27,C,10.79,5797.78,2367.51,1024.88,478.64,ulster
1.0,MORTGAGE,Low,62000,18000, 60 months,debt_consolidation,High,Bad Loan,17.27,D,7.82,19767.48,11594.61,0.0,449.97,leinster
2.0,RENT,Low,50964,24000, 36 months,debt_consolidation,High,Good Loan,16.29,D,8.83,30497.29156,24000.0,0.0,847.21,leinster
3.0,RENT,Low,43680,4475, 36 months,credit_card,High,Good Loan,15.27,C,18.79,5601.556133,4475.0,0.0,155.72,ulster
2.0,MORTGAGE,Low,56000,20000, 60 months,credit_card,High,Good Loan,14.65,C,12.15,22660.12,14758.56,0.0,472.14,ulster
5.0,RENT,Low,50700,12000, 36 months,credit_card,Low,Good Loan,12.42,B,22.49,14431.5364,12000.0,0.0,400.99,Northern-Irl
6.05,MORTGAGE,Low,60000,18000, 60 months,debt_consolidation,High,Good Loan,17.58,D,21.96,26369.52552,18000.0,0.0,452.98,leinster
2.0,RENT,Low,30000,5000, 36 months,debt_consolidation,Low,Bad Loan,12.42,B,23.84,833.7,587.51,0.0,167.08,leinster
5.0,RENT,Low,50000,3000, 36 months,other,Low,Good Loan,6.03,A,5.5,3207.71,3000.0,0.0,91.31,leinster
10.0,RENT,Low,75000,25000, 60 months,debt_consolidation,High,Good Loan,19.03,E,19.63,31102.15,17938.36,0.0,648.93,ulster
3.0,RENT,Low,90000,18000, 60 months,credit_card,High,Good Loan,19.03,E,11.32,22392.2,12914.45,0.0,467.23,Northern-Irl
10.0,RENT,Low,55000,12000, 36 months,debt_consolidation,Low,Bad Loan,9.91,B,13.0,5851.68,4244.34,444.88,386.7,Northern-Irl
10.0,MORTGAGE,Low,50000,20000, 36 months,other,High,Good Loan,15.27,C,4.34,25041.22844,20000.0,0.0,695.96,Northern-Irl
3.0,RENT,Low,84000,10000, 36 months,debt_consolidation,High,Good Loan,13.49,C,13.87,12155.9177,10000.0,0.0,339.31,ulster
6.0,OWN,Medium,155000,15000, 36 months,debt_consolidation,Low,Good Loan,12.42,B,17.85,17713.89,15000.0,0.0,501.23,leinster
0.5,MORTGAGE,Low,62000,12000, 36 months,debt_consolidation,Low,Good Loan,7.9,A,8.71,13448.7262,12000.0,0.0,375.49,Northern-Irl
2.0,MORTGAGE,Medium,175000,20000, 60 months,debt_consolidation,Low,Good Loan,10.65,B,5.23,13903.92,10150.15,0.0,290.64,munster
2.0,RENT,Low,30000,6300, 36 months,credit_card,Low,Good Loan,11.71,B,7.2,7499.162448999998,6300.0,0.0,208.38,Northern-Irl
7.0,RENT,Low,50000,20000, 60 months,credit_card,High,Good Loan,16.77,D,22.82,23717.44,14559.42,0.0,494.59,cannught
8.0,MORTGAGE,High,208000,35000, 60 months,debt_consolidation,High,Good Loan,17.27,D,7.94,26012.99,23150.0,0.0,578.71,Northern-Irl
2.0,MORTGAGE,Low,35004,8250, 60 months,home_improvement,High,Good Loan,15.96,C,15.6,10423.49,8250.0,0.0,200.45,Northern-Irl
7.0,OWN,Low,85000,20000, 60 months,home_improvement,Low,Good Loan,12.69,B,10.21,21660.78,14914.19,0.0,451.9,leinster
5.0,RENT,Low,32000,10000, 36 months,credit_card,Low,Bad Loan,11.71,B,21.83,1958.97,1186.67,308.22,330.76,leinster
10.0,MORTGAGE,Medium,116400,24000, 36 months,car,Low,Bad Loan,8.9,A,3.94,8649.71,6036.95,1032.31,762.08,leinster
9.0,MORTGAGE,Low,40000,14400, 36 months,debt_consolidation,Low,Good Loan,12.69,B,20.16,17385.83708,14400.0,0.0,483.05,cannught
7.0,RENT,Low,34000,6000, 36 months,credit_card,High,Good Loan,14.65,C,21.39,7463.193559,6000.0,0.0,206.97,Northern-Irl
5.0,MORTGAGE,Low,73000,22000, 36 months,debt_consolidation,High,Good Loan,15.96,C,22.47,27811.73074,22000.0,0.0,773.03,cannught
10.0,RENT,Low,57200,12000, 36 months,debt_consolidation,Low,Bad Loan,11.71,B,16.36,3564.9,2613.54,0.0,396.92,Northern-Irl
0.5,MORTGAGE,Medium,114000,16000, 36 months,debt_consolidation,High,Good Loan,16.77,D,17.2,20462.90627,16000.0,0.0,568.62,cannught
10.0,MORTGAGE,Low,90000,10000, 36 months,debt_consolidation,Low,Good Loan,10.65,B,11.16,11723.71263,10000.0,0.0,325.74,Northern-Irl
8.0,MORTGAGE,Low,54000,16000, 60 months,home_improvement,High,Good Loan,19.03,E,16.89,14442.38,8333.95,0.0,301.76,leinster
2.0,RENT,Low,35000,10000, 36 months,debt_consolidation,Low,Bad Loan,12.69,B,12.03,7690.46,5358.77,660.29,335.45,leinster
7.0,RENT,Low,56000,3500, 36 months,debt_consolidation,High,Good Loan,13.49,C,10.35,3615.21,3500.0,0.0,118.76,leinster
5.0,RENT,Low,35000,9600, 36 months,debt_consolidation,Low,Good Loan,9.91,B,16.49,11082.04967,9600.0,0.0,309.36,leinster
10.0,MORTGAGE,Low,40000,9875, 36 months,debt_consolidation,Low,Good Loan,7.9,A,24.03,11122.69106,9875.0,0.0,309.0,Northern-Irl
2.0,OWN,Low,59000,21500, 60 months,debt_consolidation,High,Good Loan,17.58,D,22.86,19857.78,16975.0,0.0,427.19,cannught
6.0,RENT,Low,48000,4800, 36 months,debt_consolidation,Low,Good Loan,7.9,A,13.0,5080.25,4800.0,0.0,150.2,leinster
10.0,OWN,Low,85000,7800, 36 months,major_purchase,Low,Good Loan,6.03,A,0.78,8545.840368000001,7800.0,0.0,237.4,ulster
10.0,MORTGAGE,Low,70000,20000, 36 months,credit_card,High,Good Loan,14.27,C,6.21,23996.94,20000.0,0.0,686.18,munster
4.0,RENT,Low,35000,9750, 36 months,debt_consolidation,Low,Bad Loan,7.51,A,29.04,5150.83,4327.31,0.0,303.34,ulster
6.0,MORTGAGE,Low,91000,18000, 60 months,credit_card,High,Good Loan,15.96,C,23.41,18879.1,15050.0,0.0,365.67,leinster
9.0,MORTGAGE,Low,30000,5000, 36 months,other,Low,Good Loan,6.03,A,16.48,5451.029788,5000.0,0.0,152.18,ulster
4.0,RENT,Low,45000,9000, 36 months,debt_consolidation,High,Good Loan,14.65,C,17.01,10750.2,9000.0,0.0,310.45,Northern-Irl
1.0,RENT,Low,55000,7200, 36 months,debt_consolidation,Low,Good Loan,7.9,A,11.98,8109.259708,7200.0,0.0,225.29,leinster
3.0,RENT,Low,53004,3000, 60 months,other,High,Good Loan,19.03,E,10.73,3729.4,2151.55,0.0,77.88,leinster
10.0,RENT,Low,60000,25000, 60 months,credit_card,High,Bad Loan,19.42,E,20.04,26721.85,11624.71,3842.06,654.31,ulster
8.0,OWN,Low,82000,25000, 36 months,debt_consolidation,High,Good Loan,15.27,C,18.5,28094.27,25000.0,0.0,869.95,ulster
10.0,RENT,Low,53000,10000, 36 months,debt_consolidation,High,Good Loan,15.96,C,13.09,12641.96658,10000.0,0.0,351.38,ulster
5.0,MORTGAGE,Low,35360,8875, 36 months,debt_consolidation,Low,Bad Loan,12.69,B,23.11,2046.9,1251.86,266.46,297.72,Northern-Irl
10.0,RENT,Low,54000,15550, 36 months,debt_consolidation,Low,Good Loan,11.71,B,23.36,18510.724980000006,15550.0,0.0,514.34,leinster
8.0,RENT,Low,65000,17000, 60 months,debt_consolidation,High,Good Loan,15.27,C,16.84,19520.54,12474.13,0.0,406.85,Northern-Irl
5.0,RENT,Low,65000,7500, 36 months,credit_card,Low,Good Loan,12.69,B,4.41,9051.843018000001,7500.0,0.0,251.59,ulster
6.0,OWN,Low,28800,8875, 36 months,debt_consolidation,Low,Good Loan,8.9,A,24.29,10143.38219,8875.0,0.0,281.81,ulster
1.0,RENT,Low,42000,4500, 36 months,credit_card,High,Good Loan,17.27,D,4.34,5505.0746899999995,4500.0,0.0,161.05,cannught
3.0,RENT,Low,36000,5800, 36 months,debt_consolidation,Low,Good Loan,12.42,B,21.67,6975.276078,5800.0,0.0,193.81,munster
2.0,RENT,Low,40000,10000, 36 months,debt_consolidation,Low,Good Loan,11.71,B,22.26,11816.14343,10000.0,0.0,330.76,Northern-Irl
4.0,RENT,Low,50000,10000, 36 months,credit_card,Low,Good Loan,9.91,B,19.06,11398.55,10000.0,0.0,322.25,leinster
1.0,RENT,Low,52000,14000, 36 months,credit_card,Low,Good Loan,11.71,B,12.97,15609.96,14000.0,0.0,463.07,ulster
3.0,MORTGAGE,Low,85000,25000, 60 months,credit_card,High,Good Loan,19.03,E,17.15,31161.59,17943.87,0.0,648.93,leinster
